District Code,Tehsil Code,Village Code,Village Name
142,00745,120533,मौहम्मदपुर कलां
142,00745,120454,मौहम्मदपुर केहरी
142,00745,120535,मौहम्मदाबाद
142,00745,120509,मंजूपुर
142,00745,120497,मंडावरा
142,00745,120446,रवानी बुर्ज
142,00745,120557,रसूलपुर रिठौरी
142,00745,120490,राजपुर खुर्द
142,00745,120482,राजारामपुर
142,00745,120499,रिटौली
142,00745,120580,रुपवास पंचगाई
142,00745,120473,लाठौर
142,00745,120500,लाडलावास
142,00745,120528,लालपुर
142,00745,120555,लुहाकर
142,00745,120572,विरोडी ताजपुर
142,00745,120573,विरोडी फौलादपुर
142,00745,120531,वीरखेडा
142,00745,120494,वैनीपुर
142,00745,120459,वैर बादशाहपुर
142,00745,120447,वैलाना
142,00745,120511,शहपानी
142,00745,120543,शहवाजपुर
142,00745,120558,शाहपुर  कलां
142,00745,120566,शेखपुर मांम
142,00745,120485,शेरपुर
142,00745,120569,शेरपुर म. गांगरौल
142,00745,120476,सनोटा
142,00745,120542,सरायघासी
142,00745,120527,सराय जगन्नाथ
142,00745,120540,सरायदुल्हा
142,00745,120457,सलेमपुर जाट
142,00745,120489,सलैमपुर कायस्थ
142,00745,120450,सलौनी उर्फ रौनी
142,00745,120488,सांवली
142,00745,120514,सिरोधन
142,00745,120453,सुनपैडा
142,00745,120468,सूबरा
142,00745,120513,संजरपुर
142,00745,120539,हमीदपुर
142,00745,120516,हसनपुर जागीर
142,00745,120534,हसनपुर फकरुद्दीन उर्फ़ नई बस्ती
142,00745,120455,हसनपुर बकसुवा
142,00745,120449,हिरनौटी
142,00745,120487,हृदयपुर
142,00747,120992,अभयपुर
142,00747,120951,अमरगढ़
142,00747,120949,अमरथल उर्फ ऊचांगांव
142,00747,120864,अलावास वातरी
142,00747,120835,आकापुर टियाना
142,00747,120859,इकलेडी
142,00747,120993,इमलिया
142,00747,120974,इमामावाद
142,00747,120999,ईलना
142,00747,120977,ईशनपुर
142,00747,120911,उमरपुर
142,00747,120941,औरंगाबाद ताहरपुर बांगर
142,00747,120940,औरंगावाद ताहर खादर
142,00747,120961,कनौना
142,00747,120920,कपसाई महमूदपुर
142,00747,120912,कमालपुर
142,00747,121016,कमौथा
142,00747,120950,करियारी
142,00747,121014,करैथा
142,00747,120869,करौठी
142,00747,120952,कलियानपुर
142,00747,120909,काचरौट
142,00747,120880,किसौला
142,00747,120853,कुचेसर
142,00747,121013,कुरैना
142,00747,120862,केशोपुर सठला
142,00747,120997,कोडा शमशाबाद
142,00747,120888,क्रियावली
142,00747,120850,खरकाली
142,00747,120905,खानपुर गन्टू
142,00747,120991,खानपुर माजरा
142,00747,120989,खिजरपुर
142,00747,120843,खैरपुर
142,00747,120943,खंदोई
142,00747,120973,गिनौरा नगली
142,00747,120901,गिरौरा
142,00747,121006,गुरावली
142,00747,120836,गुलाबनगर
142,00747,120915,गेसुपुर
142,00747,120876,घन्सूरपुर
142,00747,121001,घाटमवाला
142,00747,120929,घुंघरावली
142,00747,120963,चठेरा
142,00747,120930,चन्दियाना
142,00747,120939,चासी
142,00747,120891,चांदपुर पूठी
142,00747,120874,चिगरांवठी
142,00747,120865,चित्सौना अल्लीपुर
142,00747,120906,छिनौरा
142,00747,121003,जडौली
142,00747,120958,जरिया आलमपुर
142,00747,120882,जलालपुर
142,00747,120985,जवासा
142,00747,121007,जाडौल
142,00747,120861,डारौली
142,00747,120975,ढकरौली
142,00747,120851,ढकौली
142,00747,120976,ढक्का
142,00747,120959,ढलना
142,00747,120856,तकर्रवपुर लाडपुर
142,00747,121008,तहगौरा
142,00747,120907,तिमरपुर
142,00747,120848,तिवडा
142,00747,120870,थल इनायतपुर
142,00747,120923,थाना गजरौला
142,00747,120902,थौना
142,00747,120840,दरवेशपुर
142,00747,120957,दुलखड़ा
142,00747,120894,देहरा
142,00747,120917,दौलतपुर कलां
142,00747,120887,धनियावली
142,00747,120903,नगला आलमपुर
142,00747,120936,नगला मदारीपुर
142,00747,120914,नरसैना
142,00747,120921,नरेन्द्रपुर
142,00747,120875,नहचौली
142,00747,120908,नागौड
142,00747,120863,निखोव
142,00747,120926,निजामपुर खादर
142,00747,120927,निजामपुर वांगर
142,00747,120965,नित्यानंदपुर नंगली
142,00747,120846,निसुर्खा
142,00747,120995,परवाना महमूदपुर
142,00747,120834,पाली
142,00747,120964,पाली आनंदगढ़ी
142,00747,120979,पाली परतापुर
142,00747,120944,पिलखनी
142,00747,120986,पीरपुर
142,00747,120988,पैमपुर
142,00747,120854,पौटा कवूलपुर
142,00747,120971,प्याना कलां
142,00747,120967,प्याना खुर्द
142,00747,121011,फतहपुर
142,00747,120924,फतहपुर गूजर
142,00747,120931,फरीदा खादर
142,00747,120932,फरीदा वांगर
142,00747,120904,फुलैरा
142,00747,120868,बडढा  वाजिदपुर
142,00747,120890,बराहाना
142,00747,120899,बरौली  वासदेवपुर
142,00747,120928,बसी वांगर
142,00747,121009,बहेडी खेडा
142,00747,120898,बादशाहपुर गढिया
142,00747,120998,बादशाहपुर तालाब
142,00747,121010,बावनपुर ताल्लुका
142,00747,121012,बांसुरी
142,00747,120855,बांहपुर
142,00747,120922,बिहारीपुर खादर
142,00747,120866,बीहटा
142,00747,217479,बुगरासी
142,00747,120857,बैनीपुर
142,00747,120946,भगवंतपुर
142,00747,120980,भटपुरा
142,00747,120910,भडकऊं
142,00747,120969,भदौरा
142,00747,120968,भदौरी अशरफपुर
142,00747,120978,भमरौली
142,00747,120972,भर्रा
142,00747,120844,भिरावटी
142,00747,121000,भूडावाला
142,00747,120837,भैंसाखुर
142,00747,120877,भैंसौड़ा
142,00747,120962,भोपुर
142,00747,120852,मडौना जाफराबाद
142,00747,121002,मथुरा नागल
142,00747,120953,मदनगढ़
142,00747,120984,मनिया टीकरी
142,00747,120934,मवई
142,00747,120872,महाव
142,00747,120886,मही0पुर बुकलाना
142,00747,120839,महीउद्दीनपुर
142,00747,120945,महुआ खेडा
142,00747,120889,माकड़ी
142,00747,120935,माडूहसनगढी खादर
142,00747,120933,माडूहसनगढी बांगर
142,00747,120990,मानपुर
142,00747,120970,मिर्जापुर नगली
142,00747,121015,मुल्लानी
142,00747,120841,मो0 अल्लीपुर उर्फ़ नीमापाटी
142,00747,120916,मौहम्मदपुर बरवाला
142,00747,120956,मंगलपुर
142,00747,120919,यूनिसपुर
142,00747,120913,रघुनाथपुर
142,00747,120996,रतनपुर
142,00747,120885,रवानी कटीरी खादर
142,00747,120884,रवानी कटीरी बांगर
142,00747,120938,रसूलपुर
142,00747,120960,रहमतपुर आैंगना
142,00747,120892,रानापुर
142,00747,120954,रामपुर उर्फ पीतमपुर
142,00747,120955,रोसला
142,00747,120900,लडाना
142,00747,120948,लालगढ़ी
142,00747,120878,लौंगा
142,00747,120896,वकापुरपाली/बहरामपुर
142,00747,120847,वरकातपुर
142,00747,120860,वलीपुर
142,00747,120925,वसी खादर
142,00747,120893,विगराऊ
142,00747,120845,वीवी.नगर (टाउन एरिया)
142,00747,120867,वैरा फिरोजपुर
142,00747,120966,शकरपुर
142,00747,120942,शफीनगर
142,00747,120918,शादीपुर बनवोई
142,00747,121004,शेखुपुरा
142,00747,120994,श्यौरामपुर
142,00747,120947,सवदलपुर
142,00747,120849,सालावाद धुमेडा
142,00747,120871,साहनपुर
142,00747,120982,सिहाली झांया
142,00747,120981,सीकरी
142,00747,120883,सुलैला
142,00747,120987,सूरजपुर टीकरी
142,00747,120895,सेगा जगतपुर
142,00747,120838,सेहरा
142,00747,120842,सैदपुर
142,00747,120937,सोजना रानी
142,00747,120983,सौजना झायां
142,00747,120873,हरवानपुर उर्फ भगवानपुर
142,00747,121005,हसनपुर उजर्रा
142,00747,120881,हाजीपुर
142,00747,120858,हिंगवाडा
196,00994,207897,अकोढ़वा
196,00994,207924,अकोढ़वा मु.कोदोचक
196,00994,208203,अतायस्‍तगंज
196,00994,208078,अधवार
196,00994,208190,अमरसीपुर
196,00994,207964,अमरा
196,00994,207850,अमिलिया
196,00994,207867,अमौली
196,00994,207852,अम्बर
196,00994,208265,अरजी कलां
196,00994,208170,अरारी
196,00994,208274,अर्जीकृष्णार्पन
196,00994,208272,अर्जीखुर्द
196,00994,207958,अलीपुर भगड़ा
196,00994,207999,अल्लीपुर
196,00994,208221,अंगुरकटवा
196,00994,207830,आराजी अफजलवा
196,00994,208142,आराजी चकिया
196,00994,207866,इन्‍द्रपुरवा
196,00994,207812,इन्‍द्रपुरवा
196,00994,208118,इमिलिया
196,00994,208160,इलिया
196,00994,208262,इसरगोढवा
196,00994,208208,इसरौलिया
196,00994,207865,इसहुल
196,00994,207919,इस्माइलपुर
196,00994,208227,ईटौझिया
196,00994,208276,ईशापुर कलां
196,00994,208275,ईशापुर खुर्द
196,00994,207979,उचेहरा
196,00994,208182,उजारी कटवा
196,00994,207837,उजियारपुर
196,00994,207838,उतरौत
196,00994,208106,उदयपुरा
196,00994,208128,उन्नीनीवी
196,00994,208237,उसरी
196,00994,207984,उस्मानपुर
196,00994,208189,एकौना
196,00994,207831,औडारी
196,00994,207898,ककोरिया
196,00994,207821,कटरिया
196,00994,208080,कटरिया
196,00994,208216,कटवांमाफी
196,00994,208051,कठार
196,00994,208185,कतकौलिया
196,00994,208169,कनेरा
196,00994,207827,कमती कला
196,00994,207828,कमतीखुर्द
196,00994,207900,कम्हरिया
196,00994,207859,करमचक
196,00994,207884,करमा
196,00994,208125,करमा
196,00994,208144,करमेद करमेदी
196,00994,207974,करवदिया
196,00994,207814,करेमुआ
196,00994,208019,करौदा बलुहवा
196,00994,208104,कलवारी
196,00994,208136,कलवारी
196,00994,208176,कलानी
196,00994,207983,कल्यानी चक
196,00994,208150,कवलपुरवा माफी
196,00994,208159,कवल पुरवा मु.इलिया
196,00994,208042,कादिरगंज
196,00994,208111,किडि़हिरा
196,00994,207845,कुआं
196,00994,208022,कुण्डाहेमईया
196,00994,207834,कुतुलुपुर
196,00994,207851,कुतौली
196,00994,207938,कुदरा
196,00994,207879,कुर्थिया
196,00994,208147,कुशडेहरा
196,00994,207972,कुशहीं
196,00994,208129,कुसहां
196,00994,207980,कुसुम्हा
196,00994,208050,केराडीह
196,00994,208116,केरायगांव
196,00994,207895,कोदोचक
196,00994,208246,कौडि़हार
196,00994,208130,खखड़ा
196,00994,208261,खझरा
196,00994,207813,खरीद
196,00994,208257,खरौझा
196,00994,208034,खरौधा
196,00994,208245,खास
196,00994,208141,खिलची रजडीहा
196,00994,208143,खेतईपुर
196,00994,207930,खेमाइतपुर
196,00994,208235,खोजापुर
196,00994,208103,गजधरा
196,00994,207904,गढ़वा उतरी
196,00994,208037,गढवा मु.सेमरौर
196,00994,208014,गनेशपुर
196,00994,207949,गनेशपुर
196,00994,208053,गनेशपुर
196,00994,208225,गयापुर
196,00994,208093,गरला
196,00994,208270,गलिमापुर
196,00994,207951,गाय घाट
196,00994,207950,गिधवा
196,00994,207899,गोगहरा
196,00994,207820,गोड़ी
196,00994,208045,गोल्हिया
196,00994,208115,गोविन्दीपुर
196,00994,207882,गौडि़हार
196,00994,207841,गौरी
196,00994,208001,ग्वालीपुर
196,00994,207815,घटमापुर
196,00994,208278,घटमापुर
196,00994,208277,घुरहूपुर
196,00994,208119,घोड़सारी
196,00994,208269,चकनशोपुर
196,00994,207843,चण्डीपुर
196,00994,207945,चतुरीपुर कलां
196,00994,207946,चतुरीपुर खुर्द
196,00994,208217,चन्दरताली
196,00994,208239,चमारीपुर
196,00994,208016,चाड़ीआकिल
196,00994,208006,चाडीझाडू
196,00994,208015,चाड़ीलीला
196,00994,207875,चितौड़ी
196,00994,208011,चिलरहा
196,00994,207858,चुप्‍पेपुर
196,00994,208186,चैनपुरवां
196,00994,207890,चोरौली
196,00994,208068,छांगुरपुर
196,00994,208285,छीतमपुर
196,00994,207952,छुछांड़
196,00994,208032,जगरिया
196,00994,208238,जनकपुर
196,00994,208049,जमही
196,00994,207885,जमुआ
196,00994,207943,जमुवां
196,00994,207857,जलालपुर
196,00994,208096,जहानपुर
196,00994,208110,जहाँगीरपुर
196,00994,208088,जानीपुर
196,00994,208148,जिगिना
196,00994,207960,जीयनपुरा
196,00994,208127,जेंगुरी
196,00994,207987,जोगिया कला
196,00994,207988,जोगिया खुर्द
196,00994,208024,जंगलचुरिया
196,00994,208156,जंगलपुर
196,00994,207941,टकटकपुर
196,00994,208207,ठेकहां
196,00994,207998,डकही
196,00994,208151,डडियाखालसा
196,00994,208152,डडियामाफी
196,00994,207896,डवरी कला
196,00994,207854,डहिया
196,00994,208352,डुमरिया
196,00994,208191,डुमरी
196,00994,208062,डूही
196,00994,207969,डेढ़ौना
196,00994,208162,डेहरीकला
196,00994,208163,डेहरी खुर्द
196,00994,208074,डोडापुर खालसा
196,00994,208075,डोड़ापुर माफी
196,00994,208079,डोडापुर मु.सलया
196,00994,208212,ढुन्नू
196,00994,208284,ढोढनपुर
196,00994,208166,तकिया महणौर
196,00994,208109,तकियाशाह भोला
196,00994,208026,तलरा
196,00994,208070,ताजपुर
196,00994,207990,ताजपुर
196,00994,208286,ताला
196,00994,208198,तियरा
196,00994,207863,तियरी
196,00994,208251,तियरी
196,00994,208067,तिलौरी
196,00994,207992,तुरसम पुर
196,00994,208146,तुर्कपुरवा
196,00994,208108,तुलापुर
196,00994,208263,तेतरहुला
196,00994,207909,त्रिलोकपुर
196,00994,207819,ददरा
196,00994,207973,दरियाबाद
196,00994,207997,दाउदपुर
196,00994,208073,दिरेहू
196,00994,208077,दुबेपुर
196,00994,207996,दुबेपुर माफी
196,00994,208002,दूबेपुर नीलामी
196,00994,207829,देवतापुर
196,00994,208248,धनरिया कलां
196,00994,208220,धनरिया खुर्द
196,00994,208249,धनरिया माफी
196,00994,207860,धनावल कलाँ
196,00994,207868,धनावल खुर्द
196,00994,208244,धन्नीपुर
196,00994,207825,धरदे
196,00994,207934,नगराज पुर
196,00994,207954,नदवां
196,00994,207891,नरहरपुर
196,00994,208266,नशोपुर
196,00994,207822,नसरथा
196,00994,208113,नाैडिहा
196,00994,208241,निकन्दोपुर
196,00994,208157,निचोटकलां
196,00994,208158,निचोट खुर्द
196,00994,218354,नियामतपुर
196,00994,207920,नीवीकलां
196,00994,207887,नीवीखुर्द
196,00994,208005,नेवाजगंज
196,00994,208099,नौकटा
196,00994,207977,नौडिहा
196,00994,207892,पकड़ी
196,00994,208132,पचपरा
196,00994,207995,पचफेडि़या
196,00994,208048,पचवनियां
196,00994,207811,पटना
196,00994,208281,पटसार
196,00994,208219,पड़रिया
196,00994,207869,पड़री
196,00994,208040,पडुहार
196,00994,208012,पण्डी
196,00994,208000,पथरौलिया
196,00994,208137,परमन्दापुर
196,00994,207847,परशुराम पुर
196,00994,207932,परसिया कलां
196,00994,207933,परसिया खुर्द
196,00994,208029,परसोत्तमपुर
196,00994,208092,परसोत्‍तमपुर कला
196,00994,208089,परसोत्तमपुर खुर्द
196,00994,207931,पर्वतपुर
196,00994,208149,पस्‍तुअा
196,00994,207914,पहरुपुरखालसा
196,00994,207915,पहरूपुर माफी
196,00994,208134,पहाड़पुर
196,00994,208273,पानापुर
196,00994,208226,पालपुर
196,00994,207959,पिपरखडि़या
196,00994,208084,पिपरहट
196,00994,207903,पिपराकलां
196,00994,207926,पिपरिया
196,00994,218597,पिपरियाखुर्द
196,00994,208052,पिरल्लीपुर
196,00994,207994,पिरोज पुर
196,00994,208094,पीतपुर
196,00994,208023,पुरानाडीह
196,00994,208213,पेड़ुकिया
196,00994,207929,पोखरभिट्टा
196,00994,208215,प्रतापचक
196,00994,208018,प्रभुनरायन पुर
196,00994,208085,प्रेमापुर
196,00994,207937,फतहपुर
196,00994,208260,फतहपुर
196,00994,207861,बगही
196,00994,208153,बटउवां
196,00994,208181,बनौली
196,00994,207856,बभनौली
196,00994,207939,बम्हनी
196,00994,208210,बयापुर
196,00994,208175,बरईडीह
196,00994,208231,बरहुआ
196,00994,207978,बलियाकला
196,00994,207982,बलिया खुर्द
196,00994,207832,बसनिया
196,00994,207975,बहादुरपुर
196,00994,207993,बहेलियापुर
196,00994,207877,बहोरा
196,00994,208028,बीकापुर
196,00994,208188,बुढ़अमांव
196,00994,208057,बुढ़वल
196,00994,208268,बैनाकला
196,00994,207923,बैरी
196,00994,208010,बोदलपुर
196,00994,208177,बंगालीपुर
196,00994,207853,बंडा
196,00994,207962,भगड़ा
196,00994,208229,भटपुरवा
196,00994,208101,भटरौल
196,00994,207935,भटवारा कला
196,00994,207936,भटवाराखुर्द
196,00994,208046,भटौली
196,00994,207889,भटौली
196,00994,207844,भभुआर
196,00994,208090,भभौरा
196,00994,207918,भरथीपुर
196,00994,207823,भरुहिया
196,00994,208133,भरुहिया
196,00994,208044,भरेहटा कला
196,00994,208043,भरेहटा खुर्द
196,00994,207905,भलुवा विलौडी
196,00994,208256,भलुही
196,00994,207842,भस्करपुर
196,00994,208033,भस्मिया
196,00994,207901,भागूपुर
196,00994,207878,भावपुर
196,00994,208126,भिटिया
196,00994,208039,भीषमपुर
196,00994,207942,भीषमपुर कृष्‍णार्पन
196,00994,207824,भुड़कुड़ा
196,00994,208154,भुड़कुड़ा
196,00994,207818,भैसही
196,00994,208114,भोड़सर
196,00994,208036,भोपतपुरवां
196,00994,218355,मगरदहां
196,00994,207840,मगरहां
196,00994,208247,मगरौर
196,00994,208197,मचवल
196,00994,207961,मझगावां
196,00994,207925,मझगाँवा
196,00994,208155,मझुई
196,00994,207944,मटिहानी
196,00994,208173,मदरा
196,00994,208228,मनकपड़ा
196,00994,207917,मनोरथपुर
196,00994,208280,मलहर
196,00994,207881,मवैया
196,00994,208122,मसोई
196,00994,208167,महड़ौर
196,00994,207965,महमूदपुर
196,00994,208082,महादेवपुर कलां
196,00994,208200,महारथपुर
196,00994,208165,माल्‍दह
196,00994,207963,मिल्कीचक
196,00994,207970,मिश्रपुरा
196,00994,208056,मुगलपुरवा
196,00994,207913,मुडहुआ
196,00994,208008,मुड़हुआ
196,00994,207955,मुबारकपुर
196,00994,208091,मुरारपुर
196,00994,208279,मुवारकपुर
196,00994,208282,मुसाखॉंड़
196,00994,208098,मुसाहिबपुर
196,00994,208131,मुहम्मदपुर
196,00994,208065,मुहम्मदाबाद
196,00994,207912,मैनपुर
196,00994,208255,मोहनपुरवा
196,00994,208271,मोहिउद्दीनपुर
196,00994,208047,मंशापुर
196,00994,208209,रकसहा
196,00994,220959,रघुनाथ पुर
196,00994,207953,रतिगढ़
196,00994,208223,रसिया
196,00994,208072,रसूलपुर कला
196,00994,208071,रसूलपुर खुर्द
196,00994,208020,राघोपुर
196,00994,208145,रामपुर
196,00994,207981,रामपुर
196,00994,208087,रामपुर
196,00994,207916,रामपुर कलां
196,00994,207902,रामपुर चमरही
196,00994,208211,रामपुर मु.ढुन्नू
196,00994,208100,राममाड़ो
196,00994,207922,रामलछिमनपुरकलां
196,00994,207921,रामलछिमनपुर खुर्द
196,00994,208236,रामशाला
196,00994,207956,रुकुन पुर
196,00994,208138,रोहाख
196,00994,208139,रोहाखी
196,00994,208105,लटांव
196,00994,207968,लठिया कला
196,00994,207967,लठिया खुर्द
196,00994,207849,लठौरा
196,00994,207971,लम्हिया
196,00994,208214,लाखोभारा
196,00994,208063,लालपुर
196,00994,208179,लेदवा कलां
196,00994,208178,लेदवा खुर्द
196,00994,207880,लेवा मु0 चितौड़ी
196,00994,208107,लेवा मु.किडिहिरा
196,00994,208184,लेहराखास
196,00994,208064,लोदावर
196,00994,207908,लोहरपुरवा
196,00994,208206,वड़गांवा
196,00994,208171,वडौरा
196,00994,208041,वनदेवी
196,00994,208283,वनभीषमपुर
196,00994,208264,वनरसिया
196,00994,208172,वरांव
196,00994,208140,वरियारपुर
196,00994,208031,वरौझी
196,00994,208192,वलीपुर
196,00994,208234,वषाढी
196,00994,207927,वहुअरा
196,00994,208095,वाघापुर
196,00994,208059,वाहिदपुर
196,00994,207873,विजडार
196,00994,207871,विजयपुरवा
196,00994,207893,विठवलकला
196,00994,207894,विठवल खुर्द
196,00994,207862,वियासढ़
196,00994,208196,विलाशपुर
196,00994,208218,विशुनपुरवा
196,00994,208009,विसौरा
196,00994,207864,वीरपुर
196,00994,207855,वेदौली
196,00994,208252,वेन
196,00994,208243,वेलावर
196,00994,207991,वॉधभोका
196,00994,208060,वोदाराकला
196,00994,208054,वोदाराखुर्द
196,00994,208224,वंगालीपुर
196,00994,208120,शहपुरवाकलां
196,00994,218598,शहपुरवा खुर्द
196,00994,208180,शहपुरवा मु.कनेरा
196,00994,208193,शहाबगंज
196,00994,207986,शादीपुर
196,00994,207886,शाहपुर
196,00994,208242,शाहपुर
196,00994,208058,शाहपुर हाता
196,00994,220961,शिकारगंज
196,00994,207846,शिवपुर उर्फ लालपुर
196,00994,208205,शिवपुर माफी
196,00994,207836,शीको
196,00994,208066,शेरपुर
196,00994,208027,शेरपुर
196,00994,208222,शेरवां
196,00994,208230,श्यामपुर
196,00994,207966,सदापुर
196,00994,207826,सरगुजिया
196,00994,208233,सरैया
196,00994,208076,सलया
196,00994,208254,सलया
196,00994,208240,सलावतपुर
196,00994,208013,सलेमपुर
196,00994,216551,सहदुल्लापुर
196,00994,207874,सहपुरवा
196,00994,207947,सहामतपुर
196,00994,208199,साड़ीमुरकवल
196,00994,208168,सारिगंपुर
196,00994,208164,सावलसोत
196,00994,207876,सिकठिया
196,00994,208102,सिघरौल
196,00994,208183,सिरसिया
196,00994,208174,सिहोरिया
196,00994,207989,सीतापुर
196,00994,208253,सीहर
196,00994,207872,सुखदेवपुर
196,00994,207883,सुमेस्सरपुर
196,00994,207833,सुरचकिया
196,00994,207948,सुरथापुर
196,00994,208201,सुरहुवाँ
196,00994,208267,सुल्तानपुर
196,00994,207940,सूपा
196,00994,208061,सूही
196,00994,208194,सेमरा
196,00994,207928,सेमरा
196,00994,208038,सेमरौर
196,00994,208259,सेमरौरा
196,00994,208232,सैदूपुर
196,00994,207835,सोता
196,00994,208007,सोनवरसा
196,00994,208204,सोवंथा
196,00994,207910,हडहा
196,00994,207976,हडि़या
196,00994,208124,हड़ौरा
196,00994,208250,हथमरिया
196,00994,207817,हथेड़ा
196,00994,207816,हथेड़ी
196,00994,207848,हरीपुर
196,00994,207870,हरीपुर मु.सिकन्दरपु
196,00994,208112,हवासपुर
196,00994,208195,हवीब पुर
196,00994,208035,हाजीपुर
196,00994,208161,हाटा
196,00994,207907,हिनौती
196,00994,207957,हिनौती
196,00994,208258,हिनौती
196,00994,207911,हिमायू मर्दन
196,00994,208017,हियातपुर
196,00994,208004,हिरामनपुर
196,00994,208003,हेतिमपुर
196,00993,207519,अकोढाकलाँ
196,00993,207520,अकोढाखुर्द
196,00993,207700,अतरौलिया
196,00993,207717,अदसड़ जगदीशपुर
196,00993,207802,अनरुध्दपुर
196,00993,207593,अमउज
196,00993,207532,अलवदिया
196,00993,207587,अलहलादपुर
196,00993,207638,अलावलपुर
196,00993,207694,असना
196,00993,207720,आराजी औरइया
196,00993,207654,आशापुर
196,00993,207630,इब्राहिम पुर
196,00993,207742,ईमिलिया
196,00993,207566,उरगांव
196,00993,207803,उरुवा
196,00993,207653,एकौनी
196,00993,207510,एकौनी
196,00993,207584,एलही
196,00993,207582,औरइया
196,00993,207721,औरइयापट्टीगुलाब
196,00993,207460,ककरही
196,00993,207770,ककरहीं
196,00993,207703,ककरैत
196,00993,220612,कजियार
196,00993,207429,कटसिला
196,00993,207645,कपसिया
196,00993,207656,कम्हरियां
196,00993,207621,कम्हारी
196,00993,207729,करकटपुर
196,00993,207488,करगाँव
196,00993,207769,कल्यानपुर
196,00993,207575,कवड़सर
196,00993,207613,कवरुवा
196,00993,207777,काजीपुर
196,00993,207620,कासीपुर
196,00993,207568,कांटा
196,00993,207755,किनौली
196,00993,207599,किल्ला
196,00993,207428,किशुनदासपुर
196,00993,207554,कुरई
196,00993,207679,कुशहां
196,00993,207799,कुसाध
196,00993,207749,केतकहनी
196,00993,207555,केवटी
196,00993,207442,केशवपुर
196,00993,207750,कैथी
196,00993,207695,कोदई
196,00993,207594,कोनियां
196,00993,207670,कोरमी
196,00993,207601,कोलही
196,00993,207692,खझरा
196,00993,207781,खरखोली
196,00993,207540,खिजरची पुर
196,00993,207470,खिजिरपुर
196,00993,207724,खुरहट
196,00993,207509,खुरुहुजा
196,00993,207784,खेमकरनपुर
196,00993,207756,खेमनपुर उर्फनरायन
196,00993,207663,खेमनपुर (नागचि)
196,00993,207530,गन्धूपुर
196,00993,207477,गहिरी
196,00993,207473,गोकुलपुर
196,00993,207501,गोपई
196,00993,207631,गोपालपुर
196,00993,207595,गोपालपुर
196,00993,207426,गोबरहा
196,00993,207637,गोरखा
196,00993,207680,गोसैसीपुर
196,00993,207374,गौरी
196,00993,207560,गौरी वे चिराग
196,00993,207743,घोसवां
196,00993,207565,चक
196,00993,207650,चकनियातुल्ला
196,00993,207685,चकमीरा
196,00993,207437,चकिया
196,00993,207647,चखनिया
196,00993,207514,चनहटा
196,00993,207666,चन्देल पुर
196,00993,207573,चन्दोस
196,00993,220622,चन्दौली
196,00993,207798,चारी
196,00993,207649,चिलविला
196,00993,207739,चिल्हारी
196,00993,207737,चोहटा
196,00993,207765,छतेम
196,00993,207444,छीत्तो
196,00993,207688,जगदरी
196,00993,207563,जगदीशपुर
196,00993,207467,जगदीशपुर
196,00993,207553,जगदीशपुर
196,00993,207571,जमोखर
196,00993,207465,जयरामपुर
196,00993,207552,जरखोर कला
196,00993,207543,जरखोरखुर्द
196,00993,207567,जलालपुर
196,00993,207690,जलालपुर
196,00993,207448,जसुरी
196,00993,220623,जसौली
196,00993,220616,जुट्टीपुर
196,00993,207774,जेठमलपुर
196,00993,207758,जेवरपट्टीवरव्तूराय
196,00993,207759,जेवरी पट्टी अनजब्बीराय
196,00993,207761,जेवरी पट्टी लीलाराय
196,00993,207611,जोगवा उर्फ दुबौलिया
196,00993,207657,झगड़ू चक
196,00993,207534,टडिया
196,00993,207602,टीरो
196,00993,207681,टेकारी
196,00993,207646,डिग्घी
196,00993,207586,डेढ़गाँवा
196,00993,207617,डेहरिया
196,00993,220624,ढ़ोढ़वा
196,00993,207648,तम्बागढ़
196,00993,207696,तलाशपुर
196,00993,207787,तेजोपुर
196,00993,207556,तेतरिया
196,00993,207506,तेन्दुई
196,00993,207764,तेन्दुहान
196,00993,207710,तेल्हरा
196,00993,207558,त्रिभुवनपुर
196,00993,207461,दरपीपुर
196,00993,207479,दरवेशपुर
196,00993,207708,दरौली
196,00993,207480,दाउदपुर
196,00993,207655,दारुन चक
196,00993,207528,दिघवट
196,00993,207658,दुबेचक
196,00993,220617,दुल्लम पट्टी
196,00993,207550,दूदे
196,00993,207705,दूबेपुर
196,00993,207500,दूबेपुर कला
196,00993,207502,दूबेपुर खुर्द
196,00993,207608,देवकली
196,00993,207805,दैथा
196,00993,207714,धनाइत पुर
196,00993,207535,धनेजा
196,00993,207672,धमिना औसत
196,00993,207675,धमिनाकला
196,00993,207606,धरौली
196,00993,207598,धानापुर
196,00993,207463,धामा
196,00993,220618,धारुपुर
196,00993,207434,धूरीकोट
196,00993,207513,नकटी
196,00993,207548,नगई
196,00993,207615,नगईपुर
196,00993,207603,नरसिंहपुर कलां
196,00993,207447,नरसिंहपुर खुर्द
196,00993,207591,नरहनकलाँ
196,00993,207578,नरायनपुर
196,00993,207704,नरोत्तमपुर
196,00993,207712,नरोत्तम पुर
196,00993,207452,नवही
196,00993,207651,नूरी
196,00993,207549,नेकनामपुर
196,00993,207451,नेगुरा
196,00993,207782,नेवादा
196,00993,207569,नैनपुरा
196,00993,207539,नौगरहाँ
196,00993,207801,नौबतपुर
196,00993,207662,पईकुसी
196,00993,207505,पखनपूरा
196,00993,207612,पचखरी
196,00993,207440,पडया
196,00993,207562,पम्हटी
